#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H2AFY2	HIST1H3A	9606.ENSP00000362352	9606.ENSP00000480826	0	0	0	0	0.164	0.234	0	0.157	0.413
H2AFY2	ST3GAL6	9606.ENSP00000362352	9606.ENSP00000480884	0	0	0	0	0	0	0	0.449	0.449
H2AFY2	HDAC8	9606.ENSP00000362352	9606.ENSP00000362674	0	0	0	0	0.062	0.151	0.600	0.116	0.680
H6PD	HEXB	9606.ENSP00000473348	9606.ENSP00000261416	0.246	0	0	0	0.062	0	0	0.252	0.424
H6PD	HSPA4	9606.ENSP00000473348	9606.ENSP00000302961	0.050	0	0	0	0.112	0.215	0	0.278	0.457
H6PD	RBKS	9606.ENSP00000473348	9606.ENSP00000306817	0.298	0	0	0	0.073	0	0	0.768	0.835
H6PD	TYMS	9606.ENSP00000473348	9606.ENSP00000315644	0.046	0	0	0	0.066	0	0	0.422	0.440
H6PD	HKDC1	9606.ENSP00000473348	9606.ENSP00000346643	0	0	0	0	0.146	0	0.800	0.596	0.925
H6PD	ME1	9606.ENSP00000473348	9606.ENSP00000358719	0.075	0	0	0	0.063	0	0	0.625	0.647
H6PD	TXN	9606.ENSP00000473348	9606.ENSP00000363641	0	0	0	0	0.101	0.156	0	0.306	0.428
H6PD	KL	9606.ENSP00000473348	9606.ENSP00000369442	0.202	0	0	0	0.056	0.057	0	0.261	0.404
H6PD	SRXN1	9606.ENSP00000473348	9606.ENSP00000371388	0	0	0	0	0.151	0	0	0.408	0.476
H6PD	LDHB	9606.ENSP00000473348	9606.ENSP00000379386	0	0	0	0	0.066	0	0.800	0.473	0.892
H6PD	HK1	9606.ENSP00000473348	9606.ENSP00000402103	0	0	0	0	0.151	0	0.800	0.603	0.926
H6PD	SLC2A1	9606.ENSP00000473348	9606.ENSP00000416293	0.078	0	0	0	0.063	0	0	0.370	0.408
H6PD	TXNRD1	9606.ENSP00000473348	9606.ENSP00000434516	0.322	0	0	0	0.184	0	0	0.557	0.733
H6PD	MDH1	9606.ENSP00000473348	9606.ENSP00000438144	0	0	0	0	0.122	0	0	0.528	0.568
H6PD	SOD2	9606.ENSP00000473348	9606.ENSP00000446252	0.046	0	0	0	0.099	0	0	0.495	0.528
HAUS5	TUBG1	9606.ENSP00000439056	9606.ENSP00000251413	0	0	0	0	0.140	0	0	0.643	0.679
HAUS5	SPECC1	9606.ENSP00000439056	9606.ENSP00000261503	0	0	0	0	0	0	0	0.443	0.443
HAUS5	KIF18A	9606.ENSP00000439056	9606.ENSP00000263181	0	0	0	0	0.062	0	0	0.531	0.541
HAUS5	WDR76	9606.ENSP00000439056	9606.ENSP00000263795	0	0	0	0	0.066	0	0	0.467	0.481
HBA2	LYZ	9606.ENSP00000251595	9606.ENSP00000261267	0	0	0	0	0.139	0	0	0.345	0.412
HDAC8	SIRT1	9606.ENSP00000362674	9606.ENSP00000212015	0	0	0	0	0.052	0.247	0	0.849	0.883
HDAC8	MAU2	9606.ENSP00000362674	9606.ENSP00000262815	0	0	0	0	0.062	0	0	0.490	0.502
HDAC8	SMG6	9606.ENSP00000362674	9606.ENSP00000263073	0	0	0	0	0.062	0.283	0	0.353	0.527
HDAC8	STAT3	9606.ENSP00000362674	9606.ENSP00000264657	0	0	0	0	0.048	0.316	0	0.705	0.791
HDAC8	RTN1	9606.ENSP00000362674	9606.ENSP00000267484	0	0	0	0	0	0.312	0	0.442	0.600
HDAC8	NCOR1	9606.ENSP00000362674	9606.ENSP00000268712	0	0	0	0	0.064	0.251	0.600	0.556	0.858
HDAC8	HSPA4	9606.ENSP00000362674	9606.ENSP00000302961	0	0	0	0	0.052	0.322	0	0.780	0.846
HDAC8	HIST1H2AE	9606.ENSP00000362674	9606.ENSP00000303373	0	0	0	0	0	0.151	0.600	0.096	0.666
HDAC8	HIST1H3A	9606.ENSP00000362674	9606.ENSP00000480826	0.044	0	0	0	0	0.400	0	0.125	0.455
HDAC8	MORF4L2	9606.ENSP00000362674	9606.ENSP00000394417	0	0	0	0	0.062	0.349	0	0.231	0.489
HDAC8	HIST1H2AC	9606.ENSP00000362674	9606.ENSP00000367022	0	0	0	0	0	0.151	0.900	0.142	0.920
HDAC8	STAG1	9606.ENSP00000362674	9606.ENSP00000372689	0	0	0	0	0.064	0.104	0.900	0.368	0.939
HELLS	OIP5	9606.ENSP00000377601	9606.ENSP00000220514	0	0	0	0	0.549	0	0	0.107	0.580
HELLS	RAD51AP1	9606.ENSP00000377601	9606.ENSP00000228843	0	0	0	0	0.644	0	0	0.228	0.713
HELLS	MND1	9606.ENSP00000377601	9606.ENSP00000240488	0	0	0	0	0.432	0	0	0.082	0.456
HELLS	MCM4	9606.ENSP00000377601	9606.ENSP00000262105	0	0	0	0	0.756	0.315	0	0.138	0.843
HELLS	KIF18A	9606.ENSP00000377601	9606.ENSP00000263181	0	0	0	0	0.573	0.081	0	0.225	0.670
HELLS	WDR76	9606.ENSP00000377601	9606.ENSP00000263795	0	0	0	0	0.230	0.465	0	0.825	0.922
HELLS	MCM6	9606.ENSP00000377601	9606.ENSP00000264156	0	0	0	0	0.497	0.149	0	0.288	0.669
HELLS	TYMS	9606.ENSP00000377601	9606.ENSP00000315644	0	0	0	0	0.467	0	0	0.203	0.557
HELLS	WDHD1	9606.ENSP00000377601	9606.ENSP00000353793	0	0	0	0	0.607	0.132	0	0.312	0.745
HELLS	PPA1	9606.ENSP00000377601	9606.ENSP00000362329	0	0	0	0	0.063	0.369	0	0.250	0.517
HELLS	ZWINT	9606.ENSP00000377601	9606.ENSP00000363055	0	0	0	0	0.536	0	0	0.167	0.596
HELLS	PCNA	9606.ENSP00000377601	9606.ENSP00000368458	0.058	0	0	0	0.357	0.244	0	0.163	0.566
HELLS	KPNA2	9606.ENSP00000377601	9606.ENSP00000438483	0	0	0	0	0.270	0.156	0	0.158	0.436
HELLS	SAG	9606.ENSP00000377601	9606.ENSP00000386444	0	0	0	0	0	0	0	0.471	0.471
HELLS	PBK	9606.ENSP00000377601	9606.ENSP00000428489	0	0	0	0	0.613	0.058	0	0.132	0.656
HELLS	NUSAP1	9606.ENSP00000377601	9606.ENSP00000453403	0	0	0	0	0.685	0	0	0.247	0.753
HELLS	MCM10	9606.ENSP00000377601	9606.ENSP00000418268	0	0	0	0	0.741	0.098	0	0.085	0.768
HELLS	UHRF1	9606.ENSP00000377601	9606.ENSP00000479617	0.053	0	0	0	0.664	0	0	0.458	0.813
HELLS	TOP2A	9606.ENSP00000377601	9606.ENSP00000411532	0	0	0	0	0.698	0.212	0	0.358	0.834
HFE	PNPLA3	9606.ENSP00000417404	9606.ENSP00000216180	0	0	0	0	0	0	0	0.402	0.402
HFE	HIST1H2AE	9606.ENSP00000417404	9606.ENSP00000303373	0	0	0	0	0.164	0.400	0	0.139	0.530
HFE	MTHFR	9606.ENSP00000417404	9606.ENSP00000365777	0	0	0	0	0	0.067	0	0.504	0.517
HFE	HIST1H2AC	9606.ENSP00000417404	9606.ENSP00000367022	0	0	0	0	0.164	0.217	0	0.178	0.415
HFE	TMPRSS6	9606.ENSP00000417404	9606.ENSP00000371211	0	0	0	0	0.062	0	0	0.856	0.859
HFE	IL6	9606.ENSP00000417404	9606.ENSP00000385675	0	0	0	0	0	0	0	0.460	0.459
HIST1H2AC	SIRT1	9606.ENSP00000367022	9606.ENSP00000212015	0	0	0	0	0	0.077	0.600	0.152	0.659
HIST1H2AC	OIP5	9606.ENSP00000367022	9606.ENSP00000220514	0	0	0	0	0	0	0.600	0	0.600
HIST1H2AC	NCOR1	9606.ENSP00000367022	9606.ENSP00000268712	0	0	0	0	0.079	0.078	0.600	0	0.630
HIST1H2AC	TCF7L1	9606.ENSP00000367022	9606.ENSP00000282111	0	0	0	0	0	0	0.900	0	0.900
HIST1H2AC	TERF2IP	9606.ENSP00000367022	9606.ENSP00000300086	0	0	0	0	0	0	0.600	0	0.600
HIST1H2AC	HIST1H2AE	9606.ENSP00000367022	9606.ENSP00000303373	0	0	0	0.984	0.155	0.396	0	0.391	0.470
HIST1H2AC	TNRC6C	9606.ENSP00000367022	9606.ENSP00000336783	0	0	0	0	0	0	0.900	0.047	0.900
HIST1H2AC	TCF7L2	9606.ENSP00000367022	9606.ENSP00000358404	0	0	0	0	0.049	0	0.900	0	0.900
HIST1H2AC	JUN	9606.ENSP00000367022	9606.ENSP00000360266	0	0	0	0	0	0	0.600	0.062	0.608
HIST1H2AC	MEAF6	9606.ENSP00000367022	9606.ENSP00000362166	0	0	0	0	0	0.142	0.900	0	0.910
HIST1H2AC	SUN2	9606.ENSP00000367022	9606.ENSP00000385616	0	0	0	0	0	0	0.600	0.078	0.615
HIST1H2AC	STAG1	9606.ENSP00000367022	9606.ENSP00000372689	0	0	0	0	0.048	0.070	0.600	0.066	0.624
HIST1H2AC	UHRF1	9606.ENSP00000367022	9606.ENSP00000479617	0	0	0	0	0.062	0.058	0.600	0.089	0.634
HIST1H2AC	RAN	9606.ENSP00000367022	9606.ENSP00000446215	0	0	0	0	0.078	0	0.650	0.048	0.665
HIST1H2AC	HIST1H3A	9606.ENSP00000367022	9606.ENSP00000480826	0	0.001	0	0	0.213	0.842	0	0.341	0.911
HIST1H2AC	MORF4L2	9606.ENSP00000367022	9606.ENSP00000394417	0	0	0	0	0	0.175	0.900	0.053	0.915
HIST1H2AE	MCM4	9606.ENSP00000303373	9606.ENSP00000262105	0	0	0	0	0.062	0.318	0	0.151	0.410
HIST1H2AE	MCM6	9606.ENSP00000303373	9606.ENSP00000264156	0	0	0	0	0.062	0.301	0	0.173	0.410
HIST1H2AE	TOP2A	9606.ENSP00000303373	9606.ENSP00000411532	0	0	0	0	0.063	0.346	0	0.189	0.460
HIST1H2AE	HIST1H3A	9606.ENSP00000303373	9606.ENSP00000480826	0	0.001	0	0	0.314	0.879	0	0.543	0.959
HIST1H3A	SIRT1	9606.ENSP00000480826	9606.ENSP00000212015	0	0	0	0	0.062	0.400	0	0.241	0.536
HIST1H3A	MCM4	9606.ENSP00000480826	9606.ENSP00000262105	0	0	0	0	0.062	0.530	0	0.151	0.594
HIST1H3A	MCM6	9606.ENSP00000480826	9606.ENSP00000264156	0	0	0	0	0.065	0.577	0	0.211	0.660
HIST1H3A	ING5	9606.ENSP00000480826	9606.ENSP00000322142	0	0	0	0	0.062	0.827	0	0.160	0.852
HIST1H3A	SHPRH	9606.ENSP00000480826	9606.ENSP00000356475	0	0	0	0	0.061	0.380	0	0.058	0.404
HIST1H3A	YWHAB	9606.ENSP00000480826	9606.ENSP00000361930	0	0	0	0	0	0.537	0	0.046	0.540
HIST1H3A	YWHAZ	9606.ENSP00000480826	9606.ENSP00000379287	0	0	0	0	0	0.835	0	0.061	0.839
HIST1H3A	MORC3	9606.ENSP00000480826	9606.ENSP00000383333	0	0	0	0	0	0.824	0	0	0.824
HIST1H3A	UHRF1	9606.ENSP00000480826	9606.ENSP00000479617	0	0	0	0	0.063	0.905	0	0.125	0.916
HK1	PPARGC1A	9606.ENSP00000402103	9606.ENSP00000264867	0	0	0	0	0	0	0	0.400	0.400
HK1	HKDC1	9606.ENSP00000402103	9606.ENSP00000346643	0	0	0.439	0.975	0	0.733	0.800	0.550	0.945
HK1	ME1	9606.ENSP00000402103	9606.ENSP00000358719	0	0	0	0	0.062	0	0	0.413	0.426
HK1	JUN	9606.ENSP00000402103	9606.ENSP00000360266	0	0	0	0	0	0.385	0	0.113	0.431
HK1	LDHB	9606.ENSP00000402103	9606.ENSP00000379386	0	0	0	0	0.064	0	0	0.546	0.557
HK1	RHOA	9606.ENSP00000402103	9606.ENSP00000400175	0	0	0	0	0.064	0.941	0	0.042	0.942
HK1	MDH1	9606.ENSP00000402103	9606.ENSP00000438144	0	0	0	0	0.071	0	0	0.496	0.512
HK1	TOP2A	9606.ENSP00000402103	9606.ENSP00000411532	0	0	0	0	0	0	0	0.531	0.531
HK1	ITGAX	9606.ENSP00000402103	9606.ENSP00000454623	0	0	0	0	0.062	0	0	0.539	0.549
HK1	ITGAM	9606.ENSP00000402103	9606.ENSP00000441691	0	0	0	0	0.062	0	0	0.564	0.574
HK1	SLC2A1	9606.ENSP00000402103	9606.ENSP00000416293	0	0	0	0	0.086	0	0	0.688	0.703
HKDC1	MDH1	9606.ENSP00000346643	9606.ENSP00000438144	0	0	0	0	0.064	0	0	0.432	0.446
HKDC1	ME1	9606.ENSP00000346643	9606.ENSP00000358719	0	0	0	0	0.051	0	0	0.482	0.488
HKDC1	LDHB	9606.ENSP00000346643	9606.ENSP00000379386	0	0	0	0	0.064	0	0	0.501	0.513
HKDC1	RHOA	9606.ENSP00000346643	9606.ENSP00000400175	0	0	0	0	0	0.619	0	0.042	0.619
HLA-DQA1	ITGAX	9606.ENSP00000339398	9606.ENSP00000454623	0	0	0	0	0.231	0	0	0.338	0.469
HLA-DQA1	TNF	9606.ENSP00000339398	9606.ENSP00000398698	0	0	0	0	0.096	0	0	0.464	0.494
HLA-DQA1	MR1	9606.ENSP00000339398	9606.ENSP00000477563	0	0	0	0.596	0.077	0	0.540	0.095	0.567
HLA-DQA1	SEC31A	9606.ENSP00000339398	9606.ENSP00000378721	0	0	0	0	0	0	0.600	0.048	0.602
HNRNPAB	SNRPD3	9606.ENSP00000351108	9606.ENSP00000215829	0	0	0	0	0.421	0.344	0	0.239	0.686
HNRNPAB	MRPS7	9606.ENSP00000351108	9606.ENSP00000245539	0	0	0	0	0.152	0.619	0	0.101	0.685
HNRNPAB	SNRPA1	9606.ENSP00000351108	9606.ENSP00000254193	0	0	0	0	0.226	0.261	0	0.407	0.631
HNRNPAB	PSME3	9606.ENSP00000351108	9606.ENSP00000293362	0	0	0	0	0.330	0.089	0	0.170	0.449
HNRNPAB	HSPA4	9606.ENSP00000351108	9606.ENSP00000302961	0	0	0	0	0.208	0.057	0	0.475	0.574
HNRNPAB	SNRNP70	9606.ENSP00000351108	9606.ENSP00000472998	0	0	0	0	0.302	0.324	0	0.107	0.542
HNRNPAB	RAN	9606.ENSP00000351108	9606.ENSP00000446215	0	0	0	0	0.428	0.243	0	0.107	0.579
HNRNPAB	ILF2	9606.ENSP00000351108	9606.ENSP00000355011	0	0	0	0	0.551	0.368	0	0	0.704
HOMER2	RHOA	9606.ENSP00000305632	9606.ENSP00000400175	0	0	0	0	0.062	0.182	0	0.444	0.536
HORMAD2	MND1	9606.ENSP00000336984	9606.ENSP00000240488	0	0	0	0	0	0.173	0	0.424	0.503
HORMAD2	TTC38	9606.ENSP00000336984	9606.ENSP00000370419	0	0	0	0	0	0.570	0	0	0.570
HPCAL1	PCSK2	9606.ENSP00000483786	9606.ENSP00000262545	0	0	0	0	0.065	0.057	0	0.463	0.485
HSD17B13	PNPLA3	9606.ENSP00000333300	9606.ENSP00000216180	0	0	0	0	0.049	0	0	0.740	0.742
HSD17B13	MBOAT7	9606.ENSP00000333300	9606.ENSP00000245615	0	0	0	0	0	0	0	0.714	0.714
HSD17B13	SAMM50	9606.ENSP00000333300	9606.ENSP00000345445	0.049	0	0	0	0	0	0	0.472	0.476
HSD17B13	TM6SF2	9606.ENSP00000333300	9606.ENSP00000374014	0	0	0	0	0.062	0	0	0.753	0.758
HSPA4	SIRT1	9606.ENSP00000302961	9606.ENSP00000212015	0	0	0	0	0.062	0.183	0	0.535	0.612
HSPA4	MAPK1	9606.ENSP00000302961	9606.ENSP00000215832	0	0	0	0	0	0.185	0	0.312	0.415
HSPA4	PSMD10	9606.ENSP00000302961	9606.ENSP00000217958	0	0	0	0	0.082	0.332	0	0.119	0.413
HSPA4	SOX9	9606.ENSP00000302961	9606.ENSP00000245479	0	0	0	0	0	0.065	0	0.885	0.887
HSPA4	YWHAH	9606.ENSP00000302961	9606.ENSP00000248975	0	0	0	0	0.062	0.386	0	0.249	0.529
HSPA4	RAF1	9606.ENSP00000302961	9606.ENSP00000251849	0	0	0	0	0	0.703	0	0.831	0.948
HSPA4	RPL8	9606.ENSP00000302961	9606.ENSP00000262584	0.046	0	0	0	0.270	0.060	0	0.264	0.453
HSPA4	PRDX1	9606.ENSP00000302961	9606.ENSP00000262746	0	0	0	0	0.142	0.162	0	0.450	0.570
HSPA4	IL1B	9606.ENSP00000302961	9606.ENSP00000263341	0	0	0	0	0	0	0	0.612	0.612
HSPA4	STAT3	9606.ENSP00000302961	9606.ENSP00000264657	0	0	0	0	0	0.056	0	0.527	0.534
HSPA4	IGF1	9606.ENSP00000302961	9606.ENSP00000302665	0	0	0	0	0	0	0	0.478	0.478
HSPA4	SAMM50	9606.ENSP00000302961	9606.ENSP00000345445	0	0	0	0	0	0.102	0	0.379	0.418
HSPA4	PPA1	9606.ENSP00000302961	9606.ENSP00000362329	0.045	0	0	0	0.194	0	0	0.311	0.423
HSPA4	PRKCD	9606.ENSP00000302961	9606.ENSP00000378217	0	0	0	0	0	0.270	0	0.245	0.425
HSPA4	MAT1A	9606.ENSP00000302961	9606.ENSP00000361287	0.059	0	0	0	0.073	0.148	0	0.320	0.427
HSPA4	KRT18	9606.ENSP00000302961	9606.ENSP00000373487	0	0	0	0	0.065	0.282	0	0.260	0.459
HSPA4	MARCKS	9606.ENSP00000302961	9606.ENSP00000478061	0	0	0	0	0	0	0	0.474	0.474
HSPA4	PMEL	9606.ENSP00000302961	9606.ENSP00000402758	0	0	0	0	0.063	0	0	0.502	0.514
HSPA4	TXNRD1	9606.ENSP00000302961	9606.ENSP00000434516	0.056	0	0	0	0.195	0.057	0	0.425	0.532
HSPA4	KPNA2	9606.ENSP00000302961	9606.ENSP00000438483	0	0	0	0	0.278	0.269	0	0.192	0.537
HSPA4	KDELR3	9606.ENSP00000302961	9606.ENSP00000386918	0	0	0	0	0.064	0.060	0	0.526	0.546
HSPA4	MET	9606.ENSP00000302961	9606.ENSP00000317272	0	0	0	0	0	0.333	0	0.349	0.548
HSPA4	RAN	9606.ENSP00000302961	9606.ENSP00000446215	0	0	0	0	0.434	0.060	0	0.234	0.557
HSPA4	PSMC2	9606.ENSP00000302961	9606.ENSP00000391211	0	0	0	0	0.318	0.342	0	0.234	0.626
HSPA4	YWHAB	9606.ENSP00000302961	9606.ENSP00000361930	0	0	0	0	0.163	0.369	0	0.355	0.629
HSPA4	YWHAZ	9606.ENSP00000302961	9606.ENSP00000379287	0	0	0	0	0.062	0.386	0	0.428	0.641
HSPA4	SAG	9606.ENSP00000302961	9606.ENSP00000386444	0	0	0	0	0	0	0	0.643	0.643
HSPA4	PSMD14	9606.ENSP00000302961	9606.ENSP00000386541	0	0	0	0	0.434	0.165	0	0.306	0.644
HSPA4	IL6	9606.ENSP00000302961	9606.ENSP00000385675	0	0	0	0	0	0	0	0.651	0.651
HSPA4	TNF	9606.ENSP00000302961	9606.ENSP00000398698	0	0	0	0	0	0	0	0.673	0.673
HSPA4	STAT1	9606.ENSP00000302961	9606.ENSP00000354394	0	0	0	0	0	0.056	0	0.675	0.680
HSPA4	RHOA	9606.ENSP00000302961	9606.ENSP00000400175	0	0	0	0	0	0.062	0	0.678	0.685
HSPA4	SOD2	9606.ENSP00000302961	9606.ENSP00000446252	0	0	0	0	0.082	0	0	0.673	0.688
HSPA4	KRT8	9606.ENSP00000302961	9606.ENSP00000449404	0	0	0	0	0	0.056	0	0.684	0.689
HSPA4	KLF6	9606.ENSP00000302961	9606.ENSP00000419923	0	0	0	0	0	0.057	0	0.708	0.713
HSPA4	TXN	9606.ENSP00000302961	9606.ENSP00000363641	0	0	0.214	0	0.139	0.171	0	0.568	0.725
HSPA4	JUN	9606.ENSP00000302961	9606.ENSP00000360266	0	0	0	0	0	0.145	0	0.692	0.725
HSPA4	PSMD4	9606.ENSP00000302961	9606.ENSP00000357879	0	0	0	0	0.441	0.419	0	0.306	0.755
HSPA4	TOMM34	9606.ENSP00000302961	9606.ENSP00000361900	0	0	0	0	0.242	0.160	0	0.854	0.899
HSPA4	OLR1	9606.ENSP00000302961	9606.ENSP00000309124	0	0	0	0	0.062	0.263	0	0.981	0.986
HSPA4	TLR4	9606.ENSP00000302961	9606.ENSP00000363089	0	0	0	0	0.049	0.316	0	0.989	0.992
HSPB11	RABL2B	9606.ENSP00000194214	9606.ENSP00000378958	0	0	0	0	0	0.063	0	0.557	0.567
HSPB11	TTC21B	9606.ENSP00000194214	9606.ENSP00000243344	0	0	0	0	0	0	0.720	0.649	0.897
HSPB11	IFT172	9606.ENSP00000194214	9606.ENSP00000260570	0	0	0	0	0	0.130	0.800	0.735	0.950
HSPB11	IFT52	9606.ENSP00000194214	9606.ENSP00000362121	0	0	0	0	0.062	0.130	0.800	0.788	0.960
HSPB11	IFT81	9606.ENSP00000194214	9606.ENSP00000242591	0	0	0	0	0.062	0.130	0.800	0.878	0.977
HTR2A	SAG	9606.ENSP00000437737	9606.ENSP00000386444	0	0	0	0	0	0.173	0	0.666	0.712
HTR2A	SYN2	9606.ENSP00000437737	9606.ENSP00000480050	0	0	0	0	0.136	0	0	0.357	0.420
HTRA1	MIF	9606.ENSP00000357980	9606.ENSP00000215754	0	0	0	0	0.062	0.270	0	0.410	0.560
HTRA1	SPINK1	9606.ENSP00000357980	9606.ENSP00000296695	0	0	0	0	0	0	0	0.540	0.540
HTRA1	SOD2	9606.ENSP00000357980	9606.ENSP00000446252	0.041	0	0	0	0.063	0.289	0	0.185	0.409
HTRA1	MANF	9606.ENSP00000357980	9606.ENSP00000432799	0	0	0	0	0	0	0	0.537	0.537
IFI30	THOP1	9606.ENSP00000384886	9606.ENSP00000304467	0	0	0	0	0	0	0	0.639	0.639
IFI30	TXN	9606.ENSP00000384886	9606.ENSP00000363641	0	0	0	0	0.064	0	0	0.613	0.622
IFNL3	PNPLA3	9606.ENSP00000409000	9606.ENSP00000216180	0	0	0	0	0	0	0	0.650	0.650
IFNL3	LEPR	9606.ENSP00000409000	9606.ENSP00000330393	0	0	0	0	0	0	0.600	0.043	0.600
IFNL3	STAT1	9606.ENSP00000409000	9606.ENSP00000354394	0	0	0	0	0	0	0	0.641	0.641
IFNL3	ITPA	9606.ENSP00000409000	9606.ENSP00000369456	0	0	0	0	0	0	0	0.740	0.740
IFNL3	IL6	9606.ENSP00000409000	9606.ENSP00000385675	0	0	0	0	0	0	0	0.428	0.428
IFNL3	TNF	9606.ENSP00000409000	9606.ENSP00000398698	0	0	0	0	0	0	0	0.439	0.439
IFT172	IFT81	9606.ENSP00000260570	9606.ENSP00000242591	0	0	0	0	0.203	0.807	0.800	0.879	0.995
IFT172	TTC21B	9606.ENSP00000260570	9606.ENSP00000243344	0	0	0	0	0.107	0	0.720	0.845	0.958
IFT172	KRTCAP3	9606.ENSP00000260570	9606.ENSP00000442400	0	0	0	0	0	0	0	0.405	0.405
IFT172	RBKS	9606.ENSP00000260570	9606.ENSP00000306817	0	0	0	0	0	0	0	0.474	0.474
IFT172	IFT52	9606.ENSP00000260570	9606.ENSP00000362121	0	0	0	0	0.123	0.219	0.800	0.933	0.989
IFT52	IFT81	9606.ENSP00000362121	9606.ENSP00000242591	0	0	0	0	0.108	0.221	0.800	0.958	0.993
IFT52	TTC21B	9606.ENSP00000362121	9606.ENSP00000243344	0	0	0	0	0.066	0	0.720	0.752	0.929
IFT81	RABL2B	9606.ENSP00000242591	9606.ENSP00000378958	0	0	0	0	0	0	0	0.555	0.556
IFT81	TTC21B	9606.ENSP00000242591	9606.ENSP00000243344	0	0	0	0	0.167	0	0.720	0.860	0.964
IGF1	SIRT1	9606.ENSP00000302665	9606.ENSP00000212015	0	0	0	0	0	0	0	0.717	0.718
IGF1	MAPK1	9606.ENSP00000302665	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.481	0.945
IGF1	TGFB1	9606.ENSP00000302665	9606.ENSP00000221930	0	0	0	0	0	0	0	0.880	0.880
IGF1	SERPINE1	9606.ENSP00000302665	9606.ENSP00000223095	0	0	0	0	0	0	0	0.561	0.561
IGF1	NCK2	9606.ENSP00000302665	9606.ENSP00000233154	0	0	0	0	0	0	0.900	0.098	0.905
IGF1	SOX9	9606.ENSP00000302665	9606.ENSP00000245479	0	0	0	0	0	0	0	0.587	0.587
IGF1	YWHAH	9606.ENSP00000302665	9606.ENSP00000248975	0	0	0	0	0	0	0.900	0.109	0.907
IGF1	RAF1	9606.ENSP00000302665	9606.ENSP00000251849	0	0	0	0	0	0	0.900	0.422	0.939
IGF1	IL1A	9606.ENSP00000302665	9606.ENSP00000263339	0	0	0	0	0.062	0	0	0.557	0.566
IGF1	IL1B	9606.ENSP00000302665	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.761	0.767
IGF1	STAT3	9606.ENSP00000302665	9606.ENSP00000264657	0	0	0	0	0	0	0	0.677	0.677
IGF1	PPARGC1A	9606.ENSP00000302665	9606.ENSP00000264867	0	0	0	0	0	0	0	0.645	0.645
IGF1	PPARG	9606.ENSP00000302665	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.768	0.774
IGF1	YWHAB	9606.ENSP00000302665	9606.ENSP00000361930	0	0	0	0	0	0	0	0.417	0.417
IGF1	SOD2	9606.ENSP00000302665	9606.ENSP00000446252	0	0	0	0	0	0	0	0.426	0.426
IGF1	SIRPA	9606.ENSP00000302665	9606.ENSP00000382941	0	0	0	0	0	0	0	0.466	0.466
IGF1	RHOA	9606.ENSP00000302665	9606.ENSP00000400175	0	0	0	0	0	0	0	0.467	0.467
IGF1	LPL	9606.ENSP00000302665	9606.ENSP00000309757	0	0	0	0	0.062	0	0	0.459	0.470
IGF1	STAT1	9606.ENSP00000302665	9606.ENSP00000354394	0	0	0	0	0	0	0	0.480	0.480
IGF1	TLR4	9606.ENSP00000302665	9606.ENSP00000363089	0	0	0	0	0.062	0	0	0.470	0.482
IGF1	ITGAM	9606.ENSP00000302665	9606.ENSP00000441691	0	0	0	0	0.064	0	0	0.478	0.491
IGF1	MRC1	9606.ENSP00000302665	9606.ENSP00000455897	0	0	0	0	0.121	0	0	0.450	0.496
IGF1	SREBF1	9606.ENSP00000302665	9606.ENSP00000348069	0	0	0	0	0	0	0	0.501	0.501
IGF1	SLC2A1	9606.ENSP00000302665	9606.ENSP00000416293	0	0	0	0	0.063	0	0	0.560	0.570
IGF1	LEPR	9606.ENSP00000302665	9606.ENSP00000330393	0	0	0	0	0	0	0	0.572	0.572
IGF1	PPARA	9606.ENSP00000302665	9606.ENSP00000385523	0	0	0	0	0.070	0	0	0.567	0.580
IGF1	JUN	9606.ENSP00000302665	9606.ENSP00000360266	0	0	0	0	0	0	0	0.647	0.647
IGF1	SPP1	9606.ENSP00000302665	9606.ENSP00000378517	0	0	0	0	0	0	0	0.714	0.714
IGF1	KL	9606.ENSP00000302665	9606.ENSP00000369442	0	0	0	0	0	0	0	0.768	0.768
IGF1	TNF	9606.ENSP00000302665	9606.ENSP00000398698	0	0	0	0	0	0	0	0.784	0.784
IGF1	IL6	9606.ENSP00000302665	9606.ENSP00000385675	0	0	0	0	0	0	0	0.814	0.814
IGF1	MET	9606.ENSP00000302665	9606.ENSP00000317272	0	0	0	0	0.062	0	0.600	0.566	0.823
IGF1	PRKCD	9606.ENSP00000302665	9606.ENSP00000378217	0	0	0	0	0.049	0	0.900	0.622	0.960
IGF1	IGFALS	9606.ENSP00000302665	9606.ENSP00000416683	0	0	0	0	0.087	0.462	0.720	0.909	0.985
IGF1	IRS1	9606.ENSP00000302665	9606.ENSP00000304895	0	0	0	0	0	0	0.900	0.979	0.997
IGFALS	KCNJ9	9606.ENSP00000416683	9606.ENSP00000357067	0	0	0	0	0	0	0	0.595	0.595
IGSF5	MAGI1	9606.ENSP00000369962	9606.ENSP00000385450	0	0	0	0	0	0.208	0.800	0.818	0.968
